MEMBER_RATING;OPTIN_TIME;OPTIN_IP;CONFIRM_TIME;CONFIRM_IP;LATITUDE;LONGITUDE;GMTOFF;DSTOFF;TIMEZONE;CC;REGION;LAST_CHANGED;LEID;EUID;NOTES;TAGS
5;2014-12-30 10:18:14;;2019-03-24 19:33:27;;45.8988000;15.9540000;;;;hr;21;2019-03-24 19:33:27;75867623;86947ffa36;;
4;2018-01-17 10:00:40;;2019-03-24 19:33:42;;48.1211000;11.5615000;;;;de;by;2019-03-24 19:33:42;75888159;82237f2ecf;;
5;2012-07-09 19:59:08;;2019-03-24 19:33:29;;43.7264000;'-79.3978000;;;416;ca;on;2019-03-24 19:33:29;75869659;cacfcde37b;;
5;2017-10-25 16:53:19;;2019-03-24 19:33:39;;3.1507000;101.7130000;;;;my;14;2019-03-24 19:33:39;75884363;7E+12;;
5;2016-02-29 17:27:23;;2019-03-24 19:33:59;;32.0592000;34.7631000;;;;il;ta;2019-03-24 19:33:59;75911327;7df0944938;;
2;2012-10-22 23:23:05;;2019-03-24 19:33:33;;;;;;;;;2019-03-24 19:33:33;75875095;197024628f;;
5;2017-10-31 08:17:40;;2019-03-24 19:33:40;;'-33.8699000;151.2040000;;;;au;nsw;2019-03-24 19:33:40;75885151;b780867220;;
4;2018-03-28 12:25:54;;2019-03-24 19:33:48;;;;;;;;;2019-03-24 19:33:48;75896979;056ba6ec67;;
4;2013-11-05 13:25:40;;2019-03-24 19:33:46;;44.9009000;'-72.7933000;;;802;us;vt;2019-03-24 19:33:46;75893723;d0cf706c48;;
5;2013-09-26 08:42:54;;2019-03-24 19:33:44;;37.4056000;'-122.0780000;;;650;us;ca;2019-03-24 19:33:44;75890487;a426aa4337;;
2;2016-08-09 10:05:24;;2019-03-24 19:33:28;;;;;;;;;2019-03-24 19:33:28;75867959;17a3c22f11;;
2;2012-06-29 08:56:29;;2019-03-24 19:33:23;;;;;;;;;2019-03-24 19:33:23;75862063;d655dbbb98;;
5;2012-06-29 08:56:35;;2019-03-24 19:33:27;;42.3830000;'-71.4277000;;;978/351;us;ma;2019-03-24 19:33:27;75867383;04350ebff0;;
4;2012-12-21 23:45:07;;2019-03-24 19:33:36;;48.8277000;2.3615200;;;;fr;idf;2019-03-24 19:33:36;75879451;706702317e;;
2;2012-06-29 08:54:08;;2019-03-24 19:33:25;;;;;;;;;2019-03-24 19:33:25;75864839;88a4b8cea2;;
5;2014-09-01 15:45:59;;2019-03-24 19:33:58;;40.7418000;'-73.9993000;;;212/646/917/929;us;ny;2019-03-24 19:33:58;75909843;9d87bd32f6;;
5;2015-10-20 15:25:04;;2019-03-24 19:33:48;;38.0171000;'-121.9100000;;;925;us;ca;2019-03-24 19:33:48;75895931;1283ab77e9;;
5;2013-11-16 07:59:14;;2019-03-24 19:33:46;;48.8302000;2.4461700;;;;fr;idf;2019-03-24 19:33:46;75894183;4af56608bd;;
5;2012-06-29 08:54:09;;2019-03-24 19:33:27;;48.8664000;2.4000600;;;;fr;idf;2019-03-24 19:33:27;75867287;a9f168c1dc;;
3;2012-11-30 15:31:18;;2019-03-24 19:33:35;;;;;;;;;2019-03-24 19:33:35;75877911;c80fc77f11;;
2;2015-07-21 13:58:17;;2019-03-24 19:33:40;;;;;;;;;2019-03-24 19:33:40;75885247;3c4a848fb2;;
2;2015-07-11 14:39:13;;2019-03-24 19:33:39;;;;;;;;;2019-03-24 19:33:39;75883983;113b9ff2af;;
2;2018-11-20 01:22:20;;2019-03-24 19:33:56;;;;;;;;;2019-03-24 19:33:56;75907599;813266a588;;
5;2012-11-14 19:25:53;;2019-03-24 19:33:34;;45.3708000;'-122.7700000;;;503/971;us;or;2019-03-24 19:33:34;75876631;ea13ce2216;;
5;2018-08-16 12:23:54;;2019-03-24 19:33:53;;;;;;;;;2019-03-24 19:33:53;75903303;8059c1071a;;
4;2012-06-29 08:55:21;;2019-03-24 19:33:46;;33.8766000;'-117.9550000;;;657/714;us;ca;2019-03-24 19:33:46;75894223;0f7e9f82fc;;
5;2012-06-29 08:54:08;;2019-03-24 19:33:23;;59.9195000;10.7670000;;;;no;3;2019-03-24 19:33:23;75862091;968a122095;;
5;2016-12-08 13:22:03;;2019-03-24 19:33:31;;44.4779000;26.0718000;;;;ro;b;2019-03-24 19:33:31;75872543;3b4d649ccc;;
5;2017-08-01 08:27:38;;2019-03-24 19:33:36;;52.5454000;13.4128000;;;;de;be;2019-03-24 19:33:36;75879915;b40826510a;;
5;2012-06-29 08:55:59;;2019-03-24 19:33:59;;'-33.8887000;151.1260000;;;;au;nsw;2019-03-24 19:33:59;75910607;41ace9e222;;
3;2018-04-30 17:12:06;;2019-03-24 19:33:50;;40.3694000;'-75.2541000;;;215/267/445;us;pa;2019-03-24 19:33:50;75898783;a63b0f3d88;;
5;2015-03-26 14:24:14;;2019-03-24 19:33:32;;39.1470000;'-84.5188000;;;513;us;oh;2019-03-24 19:33:32;75874711;defafb4ad1;;
4;2015-04-23 15:37:17;;2019-03-24 19:33:35;;;;;;;;;2019-03-24 19:33:35;75877799;467d6ec123;;
5;2015-04-20 10:36:14;;2019-03-24 19:33:34;;52.0934000;5.0836700;;;;nl;ut;2019-03-24 19:33:34;75877515;e869b1cb54;;
2;2015-02-16 08:31:02;;2019-03-24 19:33:30;;45.5172000;'-73.5789000;;;514;ca;qc;2019-03-24 19:33:30;75870743;17ddc37646;;
3;2012-06-29 08:55:03;;2019-03-24 19:33:41;;41.9159000;12.4429000;;;;it;rm;2019-03-24 19:33:41;75886103;4e26142c6e;;
2;2018-02-12 14:17:00;;2019-03-24 19:33:43;;;;;;;;;2019-03-24 19:33:43;75889959;6f8f1cb988;;
3;2014-12-08 16:46:43;;2019-03-24 19:33:26;;38.9052000;'-76.9927000;;;202;us;dc;2019-03-24 19:33:26;75866167;1987c51c6d;;
5;2012-10-29 15:25:24;;2019-03-24 19:33:33;;;;;;;;;2019-03-24 19:33:33;75875491;1275ab7743;;
5;2013-11-05 13:26:18;;2019-03-24 19:33:46;;51.4317000;'-0.3738200;;;;uk;ric;2019-03-24 19:33:46;75893739;fb421e4ca6;;
2;2012-06-29 08:54:09;;2019-03-24 19:33:26;;48.8596000;2.2615200;;;;fr;idf;2019-03-24 19:33:26;75865751;e7f9dcb162;;
5;2015-09-24 20:57:10;;2019-03-24 19:33:44;;;;;;;;;2019-03-24 19:33:44;75891063;7546d478ed;;
2;2012-06-29 08:54:47;;2019-03-24 19:33:36;;;;;;;;;2019-03-24 19:33:36;75880219;8b92bc8cd9;;
5;2018-01-30 13:21:39;;2019-03-24 19:33:43;;42.6972000;23.3294000;;;;bg;22;2019-03-24 19:33:43;75889195;21366f07e2;;
4;2014-08-07 09:22:38;;2019-03-24 19:33:56;;52.1516000;5.3914100;;;;nl;ut;2019-03-24 19:33:56;75907375;e5978076e4;;
5;2012-06-29 08:55:26;;2019-03-24 19:33:50;;38.8846000;'-77.1830000;;;703/571;us;va;2019-03-24 19:33:50;75898423;9fe363a74e;;
3;2012-06-29 08:56:29;;2019-03-24 19:33:24;;;;;;;;;2019-03-24 19:33:24;75862779;afee41175d;;
2;2012-06-29 08:55:03;;2019-03-24 19:33:41;;;;;;;;;2019-03-24 19:33:41;75886575;ceb1c5f8c0;;
5;2014-04-09 11:58:55;;2019-03-24 19:33:52;;51.5059000;'-0.7506250;;;;uk;wnm;2019-03-24 19:33:52;75901923;c7e7ae6a77;;
3;2019-02-25 20:26:18;;2019-03-24 19:33:59;;51.9965000;4.3416200;;;;nl;zh;2019-03-24 19:33:59;75911379;40c47ce3e3;;
4;2012-06-29 08:56:35;;2019-03-24 19:33:27;;;;;;;;;2019-03-24 19:33:27;75866243;d4ca228a65;;
5;2015-04-29 15:17:02;;2019-03-24 19:33:35;;13.1000000;'-59.6170000;;;;bb;8;2019-03-24 19:33:35;75878111;78bc5afa48;;
5;2019-06-21 01:05:55;;2019-06-21 01:05:55;201.6.130.39;'-23.5156000;'-46.6295000;'-2;'-3;;br;sp;2019-06-21 01:05:55;89228071;9f50de431f;;
2;2015-09-15 11:25:27;;2019-03-24 19:33:43;;;;;;;;;2019-03-24 19:33:43;75889939;8393b63768;;
2;2012-06-29 08:56:29;;2019-03-24 19:33:25;;;;;;;;;2019-03-24 19:33:25;75863799;493cc4d964;;
4;2019-02-03 12:21:51;;2019-03-24 19:33:59;;;;;;;;;2019-03-24 19:33:59;75910491;3f151bd13d;;
5;2012-06-29 08:54:20;;2019-03-24 19:33:29;;48.8671000;2.2849000;;;;fr;idf;2019-03-24 19:33:29;75870191;f2804889b6;;
5;2016-09-26 06:52:15;;2019-03-24 19:33:29;;51.4141000;'-0.8413910;;;;uk;wok;2019-03-24 19:33:29;75869907;1d5c0093d6;;
5;2017-10-21 09:27:38;;2019-03-24 19:33:39;;52.3597000;4.8712900;;;;nl;nh;2019-03-24 19:33:39;75883583;926c4faafe;;
3;2015-09-02 01:10:48;;2019-03-24 19:33:42;;40.7200000;'-74.0037000;;;212/646/917/929;us;ny;2019-03-24 19:33:42;75888583;831c704a37;;
2;2014-02-04 20:44:09;;2019-03-24 19:33:50;;;;;;;;;2019-03-24 19:33:50;75899167;f667e5185d;;
2;2012-06-29 08:56:35;;2019-03-24 19:33:27;;;;;;;;;2019-03-24 19:33:27;75866931;27c8a62efa;;
2;2012-06-29 08:55:45;;2019-03-24 19:33:56;;;;;;;;;2019-03-24 19:33:56;75906411;7b43074c59;;
2;2012-06-29 08:55:08;;2019-03-24 19:33:44;;;;;;;;;2019-03-24 19:33:44;75890179;048f0566de;;
3;2015-09-29 11:50:40;;2019-03-24 19:33:45;;;;;;;;;2019-03-24 19:33:45;75891447;ff37f03f41;;
4;2019-09-08 16:55:57;;2019-09-08 16:55:57;76.88.83.107;40.7452000;'-73.9808000;;;212/332/646/917;us;ny;2019-09-08 16:55:57;92539567;47a55f81cd;;
5;2016-03-08 14:22:10;;2019-03-24 19:34:00;;37.4137000;'-121.9470000;;;408/669/650/510;us;ca;2019-03-24 19:34:00;75911791;9a3498246d;;
2;2012-06-29 08:54:09;;2019-03-24 19:33:27;;48.8886000;2.4348700;;;;fr;idf;2019-03-24 19:33:27;75866911;ea512de36e;;
5;2012-06-29 08:55:26;;2019-03-24 19:33:48;;;;;;;;;2019-03-24 19:33:48;75896143;157d7382e4;;
2;2015-12-03 12:43:24;;2019-03-24 19:33:50;;39.0650000;'-76.9815000;;;301/240;us;md;2019-03-24 19:33:50;75899595;9b917c0b26;;
2;2018-07-07 16:46:55;;2019-03-24 19:33:52;;;;;;;;;2019-03-24 19:33:52;75901639;c6965eb78b;;
3;2013-12-27 18:54:54;;2019-03-24 19:33:48;;;;;;;;;2019-03-24 19:33:48;75896587;1d9d015e07;;
2;2016-11-25 22:07:22;;2019-03-24 19:33:30;;;;;;;;;2019-03-24 19:33:30;75871567;3228ab74c4;;
3;2013-12-16 21:59:47;;2019-03-24 19:33:48;;52.3783000;4.9059900;;;;nl;nh;2019-03-24 19:33:48;75896223;d68764b190;;
2;2018-02-12 04:34:50;;2019-03-24 19:33:43;;45.8648000;'-66.8342000;;;506;ca;nb;2019-03-24 19:33:43;75889863;8a2b1508fb;;
2;2012-06-29 08:54:41;;2019-03-24 19:33:35;;47.6047000;'-122.3260000;;;206/564;us;wa;2019-03-24 19:33:35;75878799;f8d27530b4;;
2;2017-12-14 10:52:34;;2019-03-24 19:33:41;;;;;;;;;2019-03-24 19:33:41;75887071;e819e592ea;;
4;2015-12-15 07:11:15;;2019-03-24 19:33:51;;52.0945000;4.2684000;;;;nl;zh;2019-03-24 19:33:51;75900527;660dcb7da5;;
2;2015-02-05 08:59:42;;2019-03-24 19:33:29;;;;;;;;;2019-03-24 19:33:29;75869795;b8e660d356;;
5;2012-06-29 08:54:08;;2019-03-24 19:33:24;;48.8664000;2.4000600;;;;fr;idf;2019-03-24 19:33:24;75862691;45ecb684a2;;
5;2012-06-29 08:56:29;;2019-03-24 19:33:24;;;;;;;;;2019-03-24 19:33:24;75863063;3824f84915;;
3;2013-02-04 17:17:05;;2019-03-24 19:33:37;;48.8894000;2.3149400;;;;fr;idf;2019-03-24 19:33:37;75880811;0aabb04ab2;;
2;2012-06-29 08:54:08;;2019-03-24 19:33:23;;;;;;;;;2019-03-24 19:33:23;75861863;e251778d46;;
5;2014-10-27 15:39:47;;2019-03-24 19:33:24;;51.5256000;0.0799100;;;;uk;bdg;2019-03-24 19:33:24;75862891;95d419bb50;;
2;2018-05-28 09:01:12;;2019-03-24 19:33:51;;52.4679000;13.4376000;;;;de;be;2019-03-24 19:33:51;75899915;afce048d03;;
5;2014-12-09 15:53:51;;2019-03-24 19:33:27;;;;;;;;;2019-03-24 19:33:27;75866483;cc304d4993;;
2;2015-02-16 17:24:53;;2019-03-24 19:33:30;;;;;;;;;2019-03-24 19:33:30;75871023;65af514f11;;
4;2012-06-29 08:54:21;;2019-03-24 19:33:32;;48.8880000;2.3835600;;;;fr;idf;2019-03-24 19:33:32;75874191;a03f191358;;
5;2016-08-30 16:57:25;;2019-03-24 19:33:29;;39.1470000;'-84.5188000;;;513;us;oh;2019-03-24 19:33:29;75869383;19090b60af;;
5;2012-06-29 08:55:59;;2019-03-24 19:33:59;;38.7212000;'-77.5353000;;;703/571;us;va;2019-03-24 19:33:59;75910703;eb9a28a219;;
2;2012-07-29 13:30:39;;2019-03-24 19:33:29;;;;;;;;;2019-03-24 19:33:29;75870383;cce0d107d0;;
4;2016-08-02 10:00:45;;2019-03-24 19:33:27;;51.5013000;'-0.1605670;;;;uk;kec;2019-03-24 19:33:27;75867399;a2efb41368;;
4;2015-07-07 16:54:16;;2019-03-24 19:33:39;;45.4986000;'-122.6920000;;;503/971;us;or;2019-03-24 19:33:39;75883515;8dc5feefaa;;
5;2018-10-08 21:57:11;;2019-03-24 19:33:55;;48.8608000;2.3423400;;;;fr;idf;2019-03-24 19:33:55;75905647;85f85d4de9;;
5;2012-06-29 08:55:45;;2019-03-24 19:33:55;;34.2497000;'-84.1753000;;;770/678/470;us;ga;2019-03-24 19:33:55;75905119;580f1a3a80;;
3;2017-11-27 21:38:27;;2019-03-24 19:33:41;;;;;;;;;2019-03-24 19:33:41;75886499;c82c5cae9d;;
5;2017-05-09 19:02:40;;2019-03-24 19:33:33;;40.3860000;'-75.9326000;;;610/484;us;pa;2019-03-24 19:33:33;75875551;3e1ed7a5b8;;
5;2017-06-12 10:57:35;;2019-03-24 19:33:34;;48.8608000;2.3423400;;;;fr;idf;2019-03-24 19:33:34;75876627;be1c7d02c7;;
2;2012-06-29 08:56:29;;2019-03-24 19:33:23;;51.4167000;'-1.3197500;;;;uk;wbk;2019-03-24 19:33:23;75862423;2e0991f0e4;;
5;2015-08-15 02:29:37;;2019-03-24 19:33:41;;37.7706000;'-122.4410000;;;415/628;us;ca;2019-03-24 19:33:41;75887227;d557ef5110;;
2;2013-12-08 03:31:15;;2019-03-24 19:33:47;;40.7557000;'-74.4187000;;;973/862;us;nj;2019-03-24 19:33:47;75895271;f67af20fa7;;
2;2012-06-29 08:55:59;;2019-03-24 19:33:56;;37.2569000;'-121.9230000;;;408/669;us;ca;2019-03-24 19:33:56;75907243;9bd9014037;;
5;2016-02-25 19:25:16;;2019-03-24 19:33:59;;50.9655000;5.1372900;;;;be;vli;2019-03-24 19:33:59;75911103;a23384ac7c;;
2;2012-06-29 08:54:47;;2019-03-24 19:33:37;;48.8722000;2.3128600;;;;fr;idf;2019-03-24 19:33:37;75881631;4e883c5d27;;
2;2017-11-13 10:11:37;;2019-03-24 19:33:40;;;;;;;;;2019-03-24 19:33:40;75885943;8636374bed;;
5;2012-06-29 08:55:03;;2019-03-24 19:33:40;;59.3452000;18.1021000;;;;se;ab;2019-03-24 19:33:40;75884779;2275ece7a2;;
5;2014-08-20 15:47:13;;2019-03-24 19:33:58;;40.1079000;'-75.1571000;;;215/267/445;us;pa;2019-03-24 19:33:58;75909031;57e721ffa4;;
2;2013-01-11 08:01:11;;2019-03-24 19:33:36;;;;;;;;;2019-03-24 19:33:36;75879999;10a0a2a846;;
5;2016-01-07 12:43:34;;2019-03-24 19:33:52;;48.8664000;2.4000600;;;;fr;idf;2019-03-24 19:33:52;75901907;bf2cd2d99f;;
2;2012-06-29 08:55:45;;2019-03-24 19:33:55;;;;;;;;;2019-03-24 19:33:55;75905411;6559698298;;
2;2015-10-22 04:39:13;;2019-03-24 19:33:48;;38.7262000;'-120.8040000;;;530;us;ca;2019-03-24 19:33:48;75896279;3a93242d85;;
4;2017-10-23 13:10:29;;2019-03-24 19:33:39;;40.6664000;'-73.9855000;;;718/347;us;ny;2019-03-24 19:33:39;75883875;a39a7cfc81;;
2;2015-08-25 07:13:16;;2019-03-24 19:33:42;;60.2013000;24.9237000;;;;fi;18;2019-03-24 19:33:42;75887751;a55219e8c7;;
2;2018-03-20 22:27:29;;2019-03-24 19:33:47;;59.4431000;17.9426000;;;;se;ab;2019-03-24 19:33:47;75895427;dc52d68e0f;;
2;2014-10-24 12:16:12;;2019-03-24 19:33:24;;;;;;;;;2019-03-24 19:33:24;75862559;6e735e0345;;
2;2015-09-21 02:42:10;;2019-03-24 19:33:44;;'-37.8140000;144.9640000;;;;au;vic;2019-03-24 19:33:44;75890395;f2d87f7b48;;
5;2019-02-11 14:05:05;;2019-03-24 19:33:59;;40.3675000;'-74.6695000;;;609;us;nj;2019-03-24 19:33:59;75910923;eea3ddcd1e;;
3;2018-08-01 01:31:43;;2019-03-24 19:33:53;;;;;;;;;2019-03-24 19:33:53;75902719;d0ae0ec596;;
5;2014-08-07 09:33:22;;2019-03-24 19:33:56;;59.3053000;18.1084000;;;;se;ab;2019-03-24 19:33:56;75907391;f08f18b7e3;;
2;2012-06-29 08:54:20;;2019-03-24 19:33:29;;;;;;;;;2019-03-24 19:33:29;75870239;ddbdebac5f;;
2;2012-06-29 08:54:21;;2019-03-24 19:33:31;;;;;;;;;2019-03-24 19:33:31;75872879;6814a60a5d;;
5;2018-10-24 13:57:12;;2019-03-24 19:33:56;;48.8299000;2.3264700;;;;fr;idf;2019-03-24 19:33:56;75906575;f7edda6bfb;;
2;2012-06-29 08:55:21;;2019-03-24 19:33:46;;;;;;;;;2019-03-24 19:33:46;75894275;5515cbe697;;
5;2018-07-30 12:23:46;;2019-03-24 19:33:53;;51.5522000;'-0.1412910;;;;uk;cmd;2019-03-24 19:33:53;75902583;1cc2fcedf0;;
2;2014-02-01 15:41:53;;2019-03-24 19:33:50;;45.4540000;9.2084500;;;;it;mi;2019-03-24 19:33:50;75898979;166d220f20;;
2;2017-08-18 11:01:09;;2019-03-24 19:33:37;;48.8923000;2.3443900;;;;fr;idf;2019-10-20 21:12:02;75880979;77e0b4d53d;;
2;2012-06-29 08:55:26;;2019-03-24 19:33:49;;;;;;;;;2019-03-24 19:33:49;75897519;335699bb2d;;
2;2012-06-29 08:54:09;;2019-03-24 19:33:26;;38.9066000;'-77.0166000;;;202;us;dc;2019-03-24 19:33:26;75865515;a3aac70c8c;;
5;2012-06-29 08:55:26;;2019-03-24 19:33:48;;41.8781000;12.4560000;;;;it;rm;2019-03-24 19:33:48;75895963;6a687bee6f;;
4;2012-06-29 08:54:20;;2019-03-24 19:33:29;;48.8722000;2.3128600;;;;fr;idf;2019-03-24 19:33:29;75869359;52276729a7;;
5;2012-06-29 08:54:47;;2019-03-24 19:33:39;;41.8572000;12.5562000;;;;it;rm;2019-03-24 19:33:39;75883203;b411d6f2ad;;
5;2012-06-29 08:54:21;;2019-03-24 19:33:33;;45.4347000;9.1916400;;;;it;mi;2019-03-24 19:33:33;75874819;7f78a0183e;;
5;2013-10-22 04:23:19;;2019-03-24 19:33:45;;;;;;;;;2019-03-24 19:33:45;75892759;8d1b694c80;;
4;2015-10-08 13:48:30;;2019-03-24 19:33:46;;51.5154000;'-0.0924610;;;;uk;lnd;2019-03-24 19:33:46;75893099;1548d219f9;;
5;2019-08-05 02:55:12;;2019-08-05 02:55:12;138.25.74.70;'-37.8140000;144.9640000;;;;au;vic;2019-08-05 02:55:12;91229075;c1d9594525;;
2;2013-12-10 04:20:25;;2019-03-24 19:33:48;;;;;;;;;2019-03-24 19:33:48;75895699;c19f76ab6c;;
2;2012-09-05 12:20:21;;2019-03-24 19:33:31;;55.3962000;10.3906000;;;;dk;83;2019-03-24 19:33:31;75872067;eae7460f8d;;
2;2012-06-29 08:55:45;;2019-03-24 19:33:55;;;;;;;;;2019-03-24 19:33:55;75905283;e1cd9d7cd5;;
5;2012-09-30 19:30:24;;2019-03-24 19:33:32;;;;;;;;;2019-03-24 19:33:32;75873723;00a5c1f062;;
2;2015-06-22 13:12:35;;2019-03-24 19:33:38;;45.7446000;4.8213800;;;;fr;ara;2019-03-24 19:33:38;75882423;4340ecd461;;
3;2017-11-29 16:34:31;;2019-03-24 19:33:41;;;;;;;;;2019-03-24 19:33:41;75886627;b98559a60b;;
5;2016-01-13 06:44:33;;2019-03-24 19:33:52;;45.4717000;9.2289800;;;;it;mi;2019-03-24 19:33:52;75902363;1f50bc18dc;;
5;2018-11-19 00:40:56;;2019-03-24 19:33:56;;'-23.5156000;'-46.6295000;;;;br;sp;2019-03-24 19:33:56;75907447;9253d1e352;;
2;2012-07-09 12:17:55;;2019-03-24 19:33:29;;;;;;;;;2019-03-24 19:33:29;75869427;debeb109ac;;
2;2012-06-29 08:56:35;;2019-03-24 19:33:27;;40.4582000;'-3.6727900;;;;es;m;2019-03-24 19:33:27;75867171;5aa0d07bc7;;
5;2017-10-26 21:14:00;;2019-03-24 19:33:39;;51.2188000;4.3935500;;;;be;van;2019-03-24 19:33:39;75884571;dc213cdfdc;;
2;2012-06-29 08:55:03;;2019-03-24 19:33:40;;;;;;;;;2019-03-24 19:33:40;75885371;6a9cc5d607;;
2;2012-06-29 08:54:20;;2019-03-24 19:33:28;;;;;;;;;2019-03-24 19:33:28;75868291;187bf79471;;
4;2018-01-16 17:51:58;;2019-03-24 19:33:42;;41.5417000;'-73.9027000;;;845;us;ny;2019-03-24 19:33:42;75888047;4f809035e9;;
2;2013-09-14 14:48:17;;2019-03-24 19:33:43;;;;;;;;;2019-03-24 19:33:43;75889423;45e3b4564b;;
2;2012-06-29 08:54:20;;2019-03-24 19:33:28;;;;;;;;;2019-03-24 19:33:28;75868643;68627fe2f1;;
5;2016-08-30 00:25:18;;2019-03-24 19:33:29;;39.5433000;'-105.0080000;;;303/720;us;co;2019-03-24 19:33:29;75869335;c7515471d4;;
5;2012-06-29 08:56:35;;2019-03-24 19:33:28;;;;;;;;;2019-03-24 19:33:28;75867819;f0479883e2;;
2;2012-06-29 08:54:09;;2019-03-24 19:33:26;;;;;;;;;2019-03-24 19:33:26;75865855;be286e56f7;;
5;2015-05-11 13:09:57;;2019-03-24 19:33:36;;43.6057000;1.4405100;;;;fr;occ;2019-03-24 19:33:36;75879107;240fd2cd9b;;
2;2012-06-29 08:54:47;;2019-03-24 19:33:36;;;;;;;;;2019-03-24 19:33:36;75879763;ff16025f15;;
4;2012-12-02 23:38:20;;2019-03-24 19:33:35;;37.4056000;'-122.0780000;;;650;us;ca;2019-03-24 19:33:35;75877979;0ba5d0684a;;
2;2014-06-20 07:28:31;;2019-03-24 19:33:54;;;;;;;;;2019-03-24 19:33:54;75904735;b14f88da61;;
2;2012-06-29 08:55:08;;2019-03-24 19:33:43;;;;;;;;;2019-03-24 19:33:43;75889443;f5e0da20c9;;
5;2012-06-29 08:56:03;;2019-03-24 19:34:01;;;;;;;;;2019-03-24 19:34:01;75912847;32ced23465;;
5;2016-11-07 04:21:42;;2019-03-24 19:33:30;;40.6642000;'-74.1223000;;;201/551;us;nj;2019-03-24 19:33:30;75870935;f7bf311f7b;;
5;2017-10-17 00:15:38;;2019-03-24 19:33:39;;40.8594000;'-74.4134000;;;973/862;us;nj;2019-03-24 19:33:39;75883363;4bbe93cc5a;;
2;2015-02-02 08:39:21;;2019-03-24 19:33:29;;;;;;;;;2019-03-24 19:33:29;75869499;8d616fb40e;;
5;2012-06-29 08:54:47;;2019-03-24 19:33:37;;41.0520000;28.9826000;;;;tr;34;2019-03-24 19:33:37;75881547;29c9e2053e;;
4;2014-09-24 12:07:23;;2019-03-24 19:33:59;;45.5958000;8.9054000;;;;it;mi;2019-03-24 19:33:59;75911627;36b01e7dc1;;
2;2015-03-19 15:18:26;;2019-03-24 19:33:32;;;;;;;;;2019-03-24 19:33:32;75874211;d9262f0a84;;
5;2018-01-17 21:39:28;;2019-03-24 19:33:42;;49.2649000;'-123.1160000;;;604;ca;bc;2019-03-24 19:33:42;75888287;55eed8ffb7;;
2;2012-11-26 12:17:48;;2019-03-24 19:33:34;;;;;;;;;2019-03-24 19:33:34;75877543;16eab9eddb;;
5;2012-06-29 08:54:21;;2019-03-24 19:33:31;;;;;;;;;2019-03-24 19:33:31;75872255;19f6270b6d;;
2;2016-04-06 07:11:31;;2019-03-24 19:33:24;;;;;;;;;2019-03-24 19:33:24;75863235;9ed60491d3;;
5;2012-06-29 08:54:08;;2019-03-24 19:33:24;;;;;;;;;2019-03-24 19:33:24;75862935;77f401aefc;;
2;2012-06-29 08:55:21;;2019-03-24 19:33:45;;;;;;;;;2019-03-24 19:33:45;75892739;3c9052599c;;
2;2015-09-14 07:46:00;;2019-03-24 19:33:43;;56.1530000;10.2045000;;;;dk;82;2019-03-24 19:33:43;75889779;e368891ac8;;
2;2012-06-29 08:54:47;;2019-03-24 19:33:37;;21.3348000;'-157.8570000;;;808;us;hi;2019-03-24 19:33:37;75881007;30c519cba2;;
5;2012-06-29 08:55:59;;2019-03-24 19:33:58;;48.8894000;2.3149400;;;;fr;idf;2019-03-24 19:33:58;75909635;e6fdc06da1;;
5;2012-06-29 08:54:47;;2019-03-24 19:33:38;;;;;;;;;2019-03-24 19:33:38;75883087;ade8759d9d;;
2;2012-11-14 13:27:54;;2019-03-24 19:33:34;;;;;;;;;2019-03-24 19:33:34;75876615;e271c251c3;;
5;2018-11-29 14:33:21;;2019-03-24 19:33:57;;48.8299000;2.3264700;;;;fr;idf;2019-03-24 19:33:57;75908143;869427a05c;;
3;2018-01-15 01:36:16;;2019-03-24 19:33:42;;'-42.8748000;147.3680000;;;;au;tas;2019-03-24 19:33:42;75887539;5145c4d046;;
5;2016-03-01 16:57:31;;2019-03-24 19:33:59;;40.7796000;'-73.9496000;;;212/332/646/917;us;ny;2019-03-24 19:33:59;75911375;ec9b61fa7e;;
2;2018-03-20 09:45:08;;2019-03-24 19:33:47;;51.5202000;'-0.6325630;;;;uk;slg;2019-03-24 19:33:47;75895139;96a1957822;;
5;2018-09-20 14:26:02;;2019-03-24 19:33:54;;48.8593000;2.3769500;;;;fr;idf;2019-03-24 19:33:54;75904727;91dd5280ae;;
2;2015-03-11 21:19:20;;2019-03-24 19:33:31;;;;;;;;;2019-03-24 19:33:31;75873223;08aa636d06;;
2;2015-08-31 16:12:25;;2019-03-24 19:33:42;;40.7564000;'-73.9703000;;;212/332/646/917;us;ny;2019-03-24 19:33:42;75888343;19efff28fb;;
5;2012-06-29 08:55:45;;2019-03-24 19:33:54;;43.9673000;'-78.9514000;;;905;ca;on;2019-03-24 19:33:54;75904399;08348a11eb;;
3;2012-06-29 08:55:21;;2019-03-24 19:33:46;;;;;;;;;2019-03-24 19:33:46;75893703;2f2a0425c8;;
2;2012-06-29 08:56:29;;2019-03-24 19:33:24;;42.9303000;'-89.2143000;;;608;us;wi;2019-03-24 19:33:24;75862995;1b40df6e1c;;
2;2014-08-18 10:07:41;;2019-03-24 19:33:57;;;;;;;;;2019-03-24 19:33:57;75908523;eafa0931de;;
2;2012-06-29 08:55:59;;2019-03-24 19:33:58;;41.7775000;'-87.7093000;;;773;us;il;2019-03-24 19:33:58;75909071;b18c749a6f;;
